lr_strategy,cv_mae,cv_std,mean_best_epoch,time_sec
constant_010,0.005607689705675646,0.0015101514025500015,1.3333333333333333,0.616023700000369
exponential,0.005607689705675646,0.0015101514025500015,1.3333333333333333,0.6716554000013275
step_decay,0.005607689705675646,0.0015101514025500015,1.3333333333333333,0.6395942000017385
cosine,0.005607689705675646,0.0015101514025500015,1.3333333333333333,0.6297917999982019
constant_003,0.005608172475388531,0.0015090766300614412,1.6666666666666667,0.7257004999992205
