lookback,cv_mae,cv_std,time_sec
15,0.005628798736563301,0.001498493394706612,0.7368617999964044
30,0.005638491237478824,0.0015136404012135601,0.7334216999952332
7,0.005800841287268532,0.001351752938763097,0.743654099998821
3,0.005991878137784482,0.0011975855907147717,0.7274732000005315
1,0.006049044709316115,0.0011604425967663404,0.6338634999992792
